number,value,datetime_start,datetime_complete,duration,params_compile_batch_size,params_compile_beta_b,params_compile_beta_z,params_compile_lr,params_compile_prior_rate,params_compile_train_steps,params_hidden_size,state
103,0.13670000000000002,2025-06-04 12:35:44.512428,2025-06-04 12:50:41.010231,0 days 00:14:56.497803000,128,0.01,0.01,0.1,10,500,512,COMPLETE
104,0.34484000000000004,2025-06-04 12:50:41.034479,2025-06-04 13:05:52.281890,0 days 00:15:11.247411000,128,0.01,0.01,0.001,10,500,512,COMPLETE
105,0.28842000000000007,2025-06-04 13:05:52.306207,2025-06-04 13:21:03.790704,0 days 00:15:11.484497000,128,0.01,0.01,0.001,10,500,512,COMPLETE
106,0.40282,2025-06-04 13:21:03.814907,2025-06-04 13:36:16.727310,0 days 00:15:12.912403000,128,0.01,0.01,0.0001,10,500,512,COMPLETE
107,0.37036,2025-06-04 13:36:16.751768,2025-06-04 13:51:28.209691,0 days 00:15:11.457923000,128,0.01,0.01,0.001,10,500,512,COMPLETE
108,0.20292000000000002,2025-06-04 13:51:28.234678,2025-06-04 16:22:27.532101,0 days 02:30:59.297423000,128,1.0,0.01,0.001,3,5000,512,COMPLETE
109,0.40732,2025-06-04 16:22:27.556773,2025-06-04 16:37:38.906302,0 days 00:15:11.349529000,256,0.1,0.01,0.0001,10,500,512,COMPLETE
110,0.30094,2025-06-04 16:37:38.931684,2025-06-04 16:52:48.608855,0 days 00:15:09.677171000,128,0.01,0.01,0.001,15,500,512,COMPLETE
111,0.381,2025-06-04 16:52:48.634488,2025-06-04 17:07:59.043840,0 days 00:15:10.409352000,128,0.1,0.01,0.0001,10,500,512,COMPLETE
112,0.46696000000000004,2025-06-04 17:07:59.069635,2025-06-04 17:23:09.254046,0 days 00:15:10.184411000,128,0.1,0.01,0.0001,10,500,512,COMPLETE
113,0.38128,2025-06-04 17:23:09.279956,2025-06-04 17:38:19.785321,0 days 00:15:10.505365000,128,0.1,0.01,0.0001,10,500,512,COMPLETE
114,0.31182000000000004,2025-06-04 17:38:19.811594,2025-06-04 17:53:30.498606,0 days 00:15:10.687012000,128,0.1,0.01,0.0001,10,500,512,COMPLETE
115,0.39176,2025-06-04 17:53:30.525047,2025-06-04 18:08:41.108479,0 days 00:15:10.583432000,128,0.1,0.01,0.0001,10,500,512,COMPLETE
116,0.275,2025-06-04 18:08:41.134545,2025-06-04 18:10:14.795428,0 days 00:01:33.660883000,64,0.01,0.5,0.001,10,500,128,COMPLETE
117,0.18484,2025-06-04 18:10:14.821827,2025-06-04 19:38:51.938094,0 days 01:28:37.116267000,128,0.01,0.01,0.1,10,3000,512,COMPLETE
118,0.35498,2025-06-04 19:38:51.964431,2025-06-04 19:44:20.181039,0 days 00:05:28.216608000,128,0.01,0.01,0.001,10,500,256,COMPLETE
